Id,org,tld,ccs,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label,day,month,hour
17412,iiitd,ac.in,12,multipart/alternative,0,0,1,0,37,7497,2,Wed,Jun,10.633333333333333
17413,na,na,0,multipart/alternative,0,10,0,0,42,5133,0,Fri,Dec,18.9
17414,emails,evernote.com,0,multipart/alternative,5,61,0,0,46,35375,3,Thu,Mar,9.866666666666667
17415,iiitd,ac.in,4,multipart/alternative,0,4,1,0,23,2483,2,Tue,Oct,21.166666666666668
17416,amazon,in,0,multipart/mixed,0,0,0,0,25,4,0,Thu,Jul,4.566666666666666
17417,box8letters,com,0,multipart/mixed,2,26,0,0,77,161231,0,Thu,Aug,16.9
17418,iiitd,ac.in,2,multipart/alternative,0,11,1,0,34,3442,2,Thu,Nov,21.683333333333334
17419,mail,goodreads.com,0,multipart/alternative,48,224,1,0,39,101927,1,Tue,Nov,1.4333333333333333
17420,amazon,fr,0,multipart/alternative,8,141,0,0,99,133887,3,Thu,Nov,8.533333333333333
17421,na,na,0,multipart/alternative,2,14,1,0,23,11427,2,Tue,Sep,4.05
17422,google,com,0,text/html,20,84,0,0,38,24548,0,Thu,Jun,5.316666666666666
17423,github,com,1,multipart/alternative,3,18,0,0,69,3300,2,Thu,Jun,6.7
17424,twitter,com,0,multipart/alternative,7,82,1,0,88,55289,1,Mon,Oct,9.95
17425,zooniverse,org,0,multipart/alternative,0,22,0,1,33,7522,0,Thu,Dec,14.866666666666667
17426,xoom,com,0,text/html,3,15,0,0,31,6786,0,Fri,Oct,4.533333333333333
17427,amazon,fr,0,multipart/alternative,15,178,1,0,103,72947,3,Fri,Dec,0.4166666666666667
17428,discuss,pytorch.org,0,multipart/alternative,70,100,0,0,24,71003,3,Mon,Sep,14.133333333333333
17429,asuswebstorage,com,0,text/html,1,8,0,0,166,30232,3,Mon,Oct,3.6166666666666667
17430,indiatimes,com,0,text/html,12,115,1,1,58,54408,3,Tue,Aug,9.05
17431,piazza,com,0,multipart/alternative,0,2,0,0,10,1868,0,Thu,Oct,5.233333333333333
17432,google,com,0,text/html,6,28,0,0,32,8944,0,Tue,Mar,2.3833333333333333
17433,github,com,1,multipart/alternative,3,41,0,0,45,7494,2,Fri,Jul,14.35
17434,discuss,pytorch.org,0,multipart/alternative,51,95,0,0,24,62055,3,Thu,Apr,0.8666666666666667
17435,iiitd,ac.in,0,multipart/mixed,0,0,0,0,28,178708,2,Fri,Apr,21.116666666666667
17436,mentor,com,0,multipart/alternative,3,15,0,0,46,6115,3,Wed,May,12.616666666666667
17437,udacity,com,0,multipart/alternative,16,51,1,0,64,78135,3,Thu,Nov,14.416666666666666
17438,iiitd,ac.in,0,multipart/alternative,0,0,1,0,32,3845,2,Mon,Jul,21.416666666666668
17439,nvidia,com,0,multipart/alternative,19,62,0,1,41,65077,3,Tue,Jul,11.65
17440,udacity,com,0,multipart/alternative,13,53,0,0,37,78552,3,Sat,Dec,11.933333333333334
17441,linkedin,com,0,multipart/alternative,2,19,0,0,60,16930,1,Mon,Jul,11.1
17442,usebackpack,com,0,multipart/alternative,3,23,0,0,39,27606,0,Wed,Nov,5.566666666666666
17443,quora,com,0,multipart/alternative,3,90,0,1,67,63845,3,Mon,Jul,15.316666666666666
17444,iiitd,ac.in,3,multipart/alternative,0,0,1,0,7,1118,2,Sun,Dec,20.2
17445,statebankrewardz,com,0,text/html,4,19,0,0,53,9573,3,Tue,Aug,13.35
17446,e,miscota.com,0,text/html,9,32,0,0,52,20445,3,Sun,Aug,11.05
17447,entertainment,bookmyshow.com,0,text/html,18,43,0,0,36,20591,3,Sun,Jul,9.6
17448,thomascook,in,0,multipart/alternative,15,43,0,0,54,12309,3,Tue,Jun,11.8
17449,usebackpack,com,0,multipart/alternative,4,19,0,0,39,27323,0,Fri,Nov,6.733333333333333
17450,amazon,in,0,multipart/alternative,6,51,0,0,101,26288,0,Mon,Jan,11.033333333333333
17451,insideapple,apple.com,0,multipart/alternative,53,127,0,0,43,72572,0,Fri,Apr,1.15
17452,linkedin,com,0,multipart/alternative,17,82,0,0,44,73615,1,Mon,Apr,8.55
17453,nvidia,com,0,multipart/alternative,11,66,1,1,48,67791,3,Thu,Jan,14.133333333333333
17454,trello,com,0,multipart/alternative,1,4,0,0,27,3312,3,Wed,Sep,15.816666666666666
17455,quora,com,0,multipart/alternative,15,108,1,1,132,88915,1,Tue,Aug,16.75
17456,inoxmovies,com,0,multipart/alternative,6,24,0,0,48,5598,3,Fri,Sep,15.65
17457,google,com,0,text/html,4,20,0,0,40,6620,0,Tue,Dec,3.1333333333333333
17458,iiitd,ac.in,0,multipart/alternative,0,0,0,0,29,36,2,Thu,May,16.4
17459,twitter,com,0,multipart/alternative,14,127,0,0,166,69793,1,Sun,May,9.483333333333333
17460,iiitd,ac.in,3,multipart/alternative,0,1,1,0,45,28105,2,Thu,Jan,9.45
17461,iiitd,ac.in,0,multipart/alternative,0,12,1,0,25,13802,2,Thu,Jan,15.6
17462,quora,com,0,multipart/alternative,8,35,1,1,132,21953,1,Sat,May,23.566666666666666
17463,ieee,org,0,multipart/alternative,4,16,1,0,63,4100,3,Mon,Dec,9.6
17464,quora,com,0,multipart/alternative,12,117,0,1,62,107916,1,Wed,Sep,12.583333333333334
17465,trello,com,0,multipart/alternative,12,38,0,0,31,23435,3,Thu,Jan,17.666666666666668
17466,usebackpack,com,0,multipart/alternative,4,19,1,0,37,27347,0,Mon,Sep,3.7666666666666666
17467,agents,icims.com,0,multipart/alternative,0,6,1,1,36,1276,0,Sun,Sep,13.983333333333333
17468,google,com,0,text/html,20,84,0,0,37,24914,0,Tue,Jul,1.9666666666666668
17469,amazon,com,0,multipart/alternative,17,63,1,1,31,44995,3,Thu,Sep,4.833333333333333
17470,mail,vincerowatches.com,0,multipart/alternative,3,35,1,0,34,40217,3,Sun,Jul,19.05
17471,getpostman,com,0,multipart/alternative,8,76,1,0,43,53226,3,Thu,Oct,18.383333333333333
17472,aspiringminds,com,1,text/html,3,14,0,0,77,8356,0,Wed,Jun,12.55
17473,thomascook,in,0,multipart/alternative,47,122,0,0,64,38530,3,Sun,Mar,11.466666666666667
17474,youtube,com,0,multipart/alternative,12,50,0,0,91,42468,1,Sun,Apr,21.866666666666667
17475,iiitd,ac.in,2,multipart/alternative,0,1,1,1,57,38314,2,Thu,Mar,13.05
17476,kotak,in,0,multipart/alternative,22,43,0,0,45,35112,3,Sun,Nov,5.0
17477,youtube,com,0,multipart/alternative,38,140,1,0,163,81390,1,Sat,Mar,2.3166666666666664
17478,iiitd,ac.in,0,multipart/alternative,0,3,1,0,14,1608,2,Thu,Feb,17.583333333333332
17479,usebackpack,com,0,text/html,4,14,1,0,37,24962,0,Thu,Apr,6.383333333333334
17480,iiitd,ac.in,0,multipart/alternative,2,2,1,0,75,6961,2,Tue,Nov,17.983333333333334
17481,hackerrankmail,com,0,multipart/alternative,4,27,0,0,44,29676,0,Wed,Jul,8.583333333333334
17482,google,com,0,text/html,2,12,0,0,36,4364,0,Tue,Apr,3.95
17483,usebackpack,com,0,multipart/alternative,3,19,0,0,36,27411,0,Thu,Oct,0.8666666666666667
17484,hackerrankmail,com,0,multipart/alternative,2,11,0,0,44,31407,0,Mon,Aug,3.75
17485,github,com,1,multipart/alternative,2,11,0,0,83,2326,2,Mon,Jan,22.9
17486,usebackpack,com,0,multipart/alternative,4,19,0,0,36,27221,0,Fri,Apr,15.683333333333334
17487,iiitd,ac.in,5,multipart/alternative,0,3,1,0,86,7433,2,Wed,Apr,18.35
17488,iheartdogs-email,com,0,multipart/alternative,28,142,0,0,105,37842,3,Mon,Oct,0.36666666666666664
17489,udacity,com,0,multipart/alternative,29,58,1,0,49,75459,3,Tue,Jan,12.133333333333333
17490,iiitd,ac.in,4,multipart/alternative,0,0,1,0,52,1830,2,Wed,Dec,10.366666666666667
17491,amazon,com,0,multipart/alternative,7,48,1,0,36,28089,3,Tue,Oct,11.383333333333333
17492,google,com,0,multipart/alternative,3,8,0,0,56,2736,0,Tue,Sep,10.166666666666666
17493,m,mail.coursera.org,0,multipart/alternative,18,117,1,0,95,91162,3,Thu,Jan,17.0
17494,na,na,0,text/plain,0,0,0,0,57,529,0,,Jan,12.316666666666666
17495,iiitd,ac.in,0,multipart/alternative,0,0,1,0,41,1505,2,Mon,Dec,17.316666666666666
17496,iiitd,ac.in,4,multipart/alternative,0,1,1,0,22,6929,2,Fri,Apr,16.133333333333333
17497,iiitd,ac.in,0,multipart/alternative,1,7,1,0,22,3372,2,Sat,Feb,15.583333333333334
17498,usebackpack,com,0,multipart/alternative,4,17,0,0,35,29703,0,Wed,Oct,6.183333333333334
17499,usebackpack,com,0,multipart/alternative,4,23,0,0,36,27678,0,Sat,Sep,0.4
17500,na,na,0,multipart/alternative,1,10,0,0,52,2874,0,Mon,Aug,17.533333333333335
17501,iiitd,ac.in,4,multipart/alternative,1,1,1,0,67,3871,2,Tue,Apr,9.683333333333334
17502,iiitd,ac.in,3,multipart/alternative,0,1,1,0,17,6510,2,Fri,Oct,15.35
17503,amazon,in,0,multipart/alternative,4,38,0,0,97,18730,0,Thu,Jan,9.633333333333333
17504,sbi,co.in,0,text/plain,0,0,0,0,57,685,0,Tue,Sep,11.266666666666667
17505,updates,bookmyshow.com,0,text/html,28,60,0,0,40,21735,3,Fri,Mar,15.4
17506,edx,org,0,multipart/alternative,23,80,0,0,52,86972,3,Tue,Jan,13.633333333333333
17507,iiitd,ac.in,0,multipart/alternative,0,4,1,0,23,15762,2,Mon,Feb,11.45
17508,flipkartletters,com,0,multipart/alternative,18,56,1,0,47,42038,3,Tue,Nov,0.6
17509,youtube,com,0,multipart/alternative,30,90,0,0,75,63778,1,Tue,Feb,6.983333333333333
17510,iiitd,ac.in,3,multipart/related,0,0,0,0,74,682897,2,Mon,Feb,16.0
17511,iiitd,ac.in,0,multipart/alternative,0,0,1,0,16,127,2,Thu,Oct,13.883333333333333
17512,twitter,com,0,multipart/alternative,9,83,0,0,48,53746,1,Wed,Oct,16.6
17513,reply,ebay.in,0,multipart/alternative,22,79,0,0,55,53900,3,Sun,Oct,9.3
17514,iiitd,ac.in,0,multipart/mixed,0,0,0,0,28,86825,2,Tue,Jul,20.25
17515,iiitd,ac.in,1,multipart/alternative,0,0,1,0,28,953,2,Fri,Nov,22.6
17516,splitwise,com,0,multipart/alternative,3,19,0,0,26,24699,0,Sun,Oct,6.983333333333333
17517,coursera,org,0,multipart/alternative,4,30,1,0,17,20999,0,Tue,Jun,19.516666666666666
17518,iiitd,ac.in,3,multipart/related,0,0,0,0,70,2051066,2,Fri,Jun,14.466666666666667
17519,send,grammarly.com,0,multipart/alternative,7,36,0,0,44,21397,3,Tue,Feb,7.466666666666667
17520,google,com,0,multipart/alternative,2,8,0,0,42,5495,0,Thu,Oct,6.533333333333333
17521,crm,jabong.com,0,text/html,1,6,0,0,41,2126,0,Mon,Jul,6.866666666666667
17522,linkedin,com,0,multipart/alternative,4,26,0,0,45,20248,1,Mon,Jun,8.25
17523,google,com,0,multipart/alternative,8,26,0,0,101,26591,0,Wed,Jun,0.4
17524,hackerrankmail,com,0,multipart/alternative,1,25,0,0,102,27856,0,Thu,Oct,18.666666666666668
17525,primevideo,com,0,multipart/alternative,38,180,1,0,42,100363,3,Sun,Mar,6.7
17526,horosproject,org,0,multipart/alternative,16,46,1,0,17,52219,3,Sat,Jul,12.233333333333333
17527,github,com,2,multipart/alternative,0,9,0,0,34,3876,2,Tue,Jun,14.033333333333333
17528,redwolf,in,0,multipart/alternative,2,9,0,0,50,2078,3,Thu,Jun,16.683333333333334
17529,iiitd,ac.in,2,multipart/alternative,0,0,1,0,66,7992,2,Tue,Nov,17.283333333333335
17530,hackerearth,com,0,multipart/alternative,5,19,0,0,38,11529,0,Thu,Dec,15.283333333333333
17531,google,com,0,text/html,20,84,0,0,38,24500,0,Sun,Jun,4.983333333333333
17532,usebackpack,com,0,multipart/alternative,4,19,0,0,37,26975,0,Wed,Nov,3.75
17533,mails,travel2-makemytrip.com,0,text/html,11,37,0,0,52,34419,3,Thu,Jun,0.48333333333333334
17534,google,com,0,text/html,2,12,0,0,37,4280,0,Fri,Apr,3.9
17535,usebackpack,com,0,multipart/alternative,4,17,0,0,32,31441,0,Tue,Jul,8.883333333333333
17536,signalprocessingsociety,org,0,multipart/alternative,9,58,0,0,69,77758,3,Mon,Mar,12.016666666666667
17537,indiatimes,com,0,text/html,19,168,1,1,62,77271,3,Tue,Oct,10.4
17538,usebackpack,com,0,multipart/alternative,4,19,0,0,34,26847,0,Tue,Sep,5.45
17539,iiitd,ac.in,5,multipart/alternative,0,0,1,0,89,847,2,Sat,Mar,20.1
17540,amazon,in,0,multipart/alternative,25,162,0,0,50,73256,3,Sat,Jan,6.666666666666667
17541,google,com,0,text/plain,0,2,0,0,84,917,0,Fri,Jun,17.266666666666666
17542,nvidia,com,0,multipart/alternative,9,34,0,1,52,40285,3,Thu,Jun,0.5666666666666667
17543,rs-components,co.in,0,multipart/alternative,13,71,0,0,76,24491,3,Thu,Aug,15.85
17544,amazon,in,0,multipart/alternative,8,67,0,0,52,46125,0,Sat,May,8.3
17545,usebackpack,com,0,multipart/alternative,3,19,0,0,38,27046,0,Mon,Oct,16.0
17546,iiitd,ac.in,2,multipart/alternative,0,0,1,0,40,227854,2,Tue,Mar,16.266666666666666
17547,piazza,com,0,multipart/related,0,0,0,0,44,4,0,Tue,Aug,17.283333333333335
17548,google,com,0,text/html,20,84,0,0,40,25023,0,Sun,Jul,2.8333333333333335
17549,codecademy,com,0,multipart/alternative,13,64,0,0,93,55978,3,Thu,Jul,2.3
17550,mentor,com,0,multipart/alternative,4,18,1,0,54,7449,3,Fri,Mar,6.0
17551,ebay,com,0,multipart/alternative,2,16,0,0,28,19726,0,Fri,Mar,8.316666666666666
17552,iiitd,ac.in,3,multipart/alternative,0,2,1,0,36,37725,2,Wed,Aug,15.0
17553,usebackpack,com,0,multipart/alternative,4,19,0,0,34,27085,0,Fri,Mar,19.25
17554,mp1,tripadvisor.com,0,text/html,20,67,1,0,30,86197,3,Mon,Jul,18.283333333333335
17555,twitter,com,0,multipart/alternative,6,98,0,0,42,57575,1,Sat,Sep,15.533333333333333
17556,statebankrewardz,com,0,text/html,3,6,1,0,31,29067,3,,Sep,23.433333333333334
17557,internations,org,0,text/html,37,87,1,0,28,86967,1,Mon,Sep,14.75
17558,iiitd,ac.in,0,multipart/alternative,0,35,1,0,37,17349,2,Thu,Nov,17.316666666666666
17559,signalprocessingsociety,org,0,multipart/alternative,13,77,0,1,109,97348,3,Wed,Jun,16.233333333333334
17560,newsgram,hp.com,0,multipart/alternative,14,51,0,0,59,25064,3,Mon,Sep,22.65
17561,realtimeboard,com,0,text/html,5,19,1,0,50,18895,0,Sat,Aug,9.983333333333333
17562,iiitd,ac.in,0,multipart/alternative,3,23,1,0,64,27922,2,Mon,Dec,14.266666666666667
17563,udacity,com,0,multipart/alternative,6,41,1,0,57,55695,3,Mon,May,13.933333333333334
17564,xprize,org,0,multipart/alternative,2,22,0,0,75,37271,3,Wed,May,15.766666666666667
17565,amazon,in,0,multipart/mixed,0,0,0,0,37,4,3,Fri,Aug,0.1
17566,nrsc,gov.in,0,multipart/alternative,0,4,1,0,32,1210,0,Fri,Apr,4.566666666666666
17567,linkedin,com,0,multipart/alternative,11,28,0,0,50,24162,1,Mon,Jun,9.233333333333333
17568,thomascook,com,0,multipart/related,0,20,1,0,44,331920,0,Sun,Sep,3.6833333333333336
17569,reply,ebay.in,0,multipart/alternative,34,124,0,0,47,79856,3,Tue,Aug,11.95
17570,amazon,in,0,multipart/alternative,30,253,0,0,15,116337,3,Thu,Oct,0.13333333333333333
17571,marketing,goindigo.in,0,multipart/alternative,9,87,0,0,48,51185,3,Mon,Aug,18.583333333333332
17572,marketing,goindigo.in,0,multipart/alternative,1,7,1,0,56,17048,3,Sun,Jul,13.6
17573,topcoder,com,0,multipart/alternative,2,13,0,0,82,7743,0,Mon,Mar,8.466666666666667
17574,iiitd,ac.in,0,multipart/alternative,0,0,1,0,28,1219,2,Mon,Feb,20.116666666666667
17575,redwolf,in,0,multipart/alternative,8,27,0,0,69,5976,3,Tue,Mar,11.05
17576,iiitd,ac.in,0,multipart/alternative,0,6,1,0,45,9881,2,Tue,Aug,13.883333333333333
17577,iiitd,ac.in,3,multipart/related,0,0,0,0,40,4254160,2,Mon,Aug,12.733333333333333
17578,flipkartletters,com,0,text/html,6,29,0,0,68,25469,3,Fri,Mar,18.55
17579,usebackpack,com,0,multipart/alternative,4,19,0,0,37,28191,0,Wed,Dec,5.216666666666667
17580,thomascook,com,0,multipart/related,0,20,1,0,44,331869,0,Mon,Sep,22.583333333333332
17581,youtube,com,0,multipart/alternative,28,107,0,0,90,85521,1,Fri,May,9.016666666666667
17582,shining3d,com,0,multipart/alternative,5,32,0,0,154,79958,3,Fri,Apr,9.433333333333334
17583,linkedin,com,0,multipart/alternative,5,41,0,0,29,29788,1,Tue,Aug,0.16666666666666666
17584,dropboxmail,com,1,multipart/alternative,8,41,0,0,54,17930,0,Wed,May,6.733333333333333
17585,iiitd,ac.in,7,multipart/related,0,0,1,0,54,413659,2,Mon,Oct,9.766666666666667
17586,google,com,0,text/html,6,28,0,1,36,9070,0,Sat,May,18.283333333333335
17587,iiitd,ac.in,2,multipart/mixed,0,60,1,0,31,17260805,2,Sat,Dec,9.083333333333334
17588,thomascook,in,0,multipart/alternative,11,33,0,0,35,10386,3,Sun,Jul,18.166666666666668
17589,centralesupelec,fr,0,multipart/related,0,0,0,0,189,46988,2,Thu,Dec,15.666666666666666
17590,thomascook,com,0,multipart/related,0,20,1,0,44,331921,0,Sun,May,3.65
17591,indiatimes,com,0,text/html,11,167,0,0,60,96407,3,Fri,Sep,8.1
17592,udacity,com,0,multipart/alternative,14,47,1,1,49,74489,3,Sun,Feb,12.3
17593,na,na,0,multipart/alternative,2,33,0,0,61,11699,0,Thu,Apr,5.083333333333333
17594,naylormarketing,com,0,text/html,3,23,0,0,31,11083,3,Thu,Jun,12.033333333333333
17595,usebackpack,com,0,text/html,4,15,0,0,36,25142,0,Sun,Apr,10.783333333333333
17596,usebackpack,com,0,multipart/alternative,4,24,1,0,38,29006,0,Fri,Oct,16.266666666666666
17597,medium,com,0,multipart/alternative,28,178,1,1,173,80472,0,Fri,May,6.333333333333333
17598,iiitd,ac.in,0,multipart/alternative,0,4,1,0,25,1179,2,Fri,Aug,2.1166666666666667
17599,usebackpack,com,0,text/html,4,14,1,0,48,24773,0,Thu,Jan,12.2
17600,amazon,com,0,multipart/mixed,0,3,0,0,69,2317,0,Wed,May,1.25
17601,intl,paypal.com,0,text/html,19,38,1,0,115,34018,0,Mon,Feb,1.9833333333333334
17602,discuss,pytorch.org,0,multipart/alternative,48,96,0,0,24,66983,3,Mon,Aug,13.6
17603,kotak,in,0,multipart/alternative,22,43,0,0,45,35112,0,Thu,Nov,6.583333333333333
17604,m,mail.coursera.org,0,multipart/alternative,33,152,0,0,27,100089,0,Mon,Jul,17.65
17605,entropay,com,0,multipart/alternative,1,6,1,0,40,3625,0,Fri,Mar,4.416666666666667
17606,quora,com,0,multipart/alternative,12,100,1,1,50,100539,1,Sun,May,5.333333333333333
17607,iiitd,ac.in,0,multipart/mixed,0,2,0,0,112,3525,0,Fri,Sep,5.2
17608,iiitd,ac.in,0,multipart/alternative,0,0,1,0,33,613920,2,Thu,May,11.833333333333334
17609,usebackpack,com,0,multipart/alternative,4,19,1,0,37,27339,0,Sun,Nov,10.533333333333333
17610,na,na,0,multipart/alternative,0,14,1,0,80,8502,0,Tue,Jul,5.833333333333333
17611,iiitd,ac.in,3,multipart/mixed,2,0,0,0,41,107059,2,Fri,Sep,12.833333333333334
17612,google,com,0,multipart/alternative,4,12,0,0,31,5758,0,Thu,Oct,18.383333333333333
17613,na,na,0,text/html,5,26,0,1,19,7221,0,Tue,May,19.033333333333335
17614,centralesupelec,fr,1,multipart/alternative,0,8,1,0,20,10398,2,Tue,Oct,19.95
17615,amazon,in,0,multipart/alternative,1,36,0,0,72,30528,0,Sat,Dec,20.1
17616,iiitd,ac.in,0,multipart/alternative,0,14,1,0,33,10284,2,Mon,Aug,10.616666666666667
17617,referhire,com,0,multipart/alternative,5,26,0,1,39,11610,0,Wed,Dec,10.75
17618,amazon,com,0,multipart/alternative,1,50,0,1,65,38083,0,Tue,Mar,17.283333333333335
17619,newsletter,speakingtree.in,0,multipart/alternative,12,63,1,0,53,26888,3,Sat,May,16.366666666666667
17620,researchgate,net,0,multipart/alternative,12,59,0,1,64,33904,1,Fri,Apr,8.6
17621,amazon,in,0,multipart/alternative,7,54,0,0,43,28872,0,Wed,Sep,7.6
17622,amazon,in,0,multipart/mixed,0,0,0,0,45,4,3,Tue,Jan,0.26666666666666666
17623,udacity,com,0,multipart/alternative,15,42,0,0,54,61502,3,Sat,Dec,14.316666666666666
17624,linkedin,com,0,multipart/alternative,4,26,0,0,45,20279,1,Fri,Jun,19.75
17625,twitter,com,0,multipart/alternative,11,33,0,0,57,16426,1,Tue,Feb,13.616666666666667
17626,iiitd,ac.in,0,multipart/related,0,0,0,0,16,181582,2,Thu,Oct,14.433333333333334
17627,microsoft,com,0,text/html,0,4,1,0,44,4410,0,Mon,Feb,1.0833333333333333
17628,youtube,com,0,multipart/alternative,28,104,1,0,54,89698,1,Fri,Mar,23.8
17629,mentor,com,0,multipart/alternative,2,14,1,0,83,6356,3,Wed,Apr,21.0
17630,usebackpack,com,0,multipart/alternative,4,19,1,0,37,27719,0,Wed,Sep,4.116666666666666
17631,iiitd,ac.in,1,multipart/alternative,7,20,1,0,53,27635,2,Fri,Nov,16.7
17632,na,na,0,multipart/alternative,9,61,0,0,82,24877,0,Mon,Jan,9.633333333333333
17633,twitter,com,0,multipart/alternative,18,133,1,0,161,81096,1,Tue,Jul,10.8
17634,iiitd,ac.in,1,multipart/alternative,0,28,1,0,73,25257,0,Fri,Mar,12.183333333333334
17635,repositoryhosting,com,0,multipart/alternative,0,27,0,1,30,66928,0,Tue,Nov,6.333333333333333
17636,indiatimes,com,0,text/html,20,163,0,1,59,68244,3,Tue,Feb,9.566666666666666
17637,getpostman,com,0,multipart/alternative,1,24,0,0,20,24429,0,Sat,Sep,15.666666666666666
17638,asuswebstorage,com,0,text/html,2,8,0,0,221,34163,0,Fri,Feb,2.783333333333333
17639,crazydomains,in,0,multipart/alternative,3,14,0,0,30,46695,0,Tue,Oct,17.833333333333332
17640,amazon,in,0,multipart/alternative,9,120,0,0,25,60881,3,Sat,Feb,0.11666666666666667
17641,imdb,com,0,multipart/alternative,21,116,0,0,40,80797,3,Sat,Feb,3.8166666666666664
17642,mail,goodreads.com,0,multipart/mixed,0,0,0,0,17,4,1,Thu,Aug,2.1
17643,google,com,0,multipart/alternative,11,33,1,0,34,28938,0,Tue,Dec,8.45
17644,na,na,0,text/plain,0,2,1,0,75,1376,0,,Dec,13.933333333333334
17645,linkedin,com,0,multipart/alternative,16,65,0,1,61,63855,1,Wed,May,17.5
17646,springboard,com,0,multipart/alternative,0,11,0,1,67,4628,0,Tue,Feb,9.183333333333334
17647,imdb,com,0,multipart/alternative,21,104,0,0,40,71014,3,Fri,Jun,18.616666666666667
17648,github,com,1,multipart/alternative,2,13,0,0,54,3098,2,Mon,Jan,21.35
17649,redwolf,in,0,multipart/alternative,5,21,0,0,87,6004,3,Fri,Jul,12.333333333333334
17650,amazon,in,0,multipart/mixed,0,0,0,0,19,4,3,Sat,May,0.35
17651,iiitd,ac.in,0,multipart/alternative,0,8,1,0,33,10072,2,Wed,Oct,18.883333333333333
17652,usebackpack,com,0,multipart/alternative,4,19,0,0,37,26899,0,Fri,Oct,21.083333333333332
17653,flipkartletters,com,0,text/html,24,61,0,0,60,42834,3,Thu,Jul,11.333333333333334
17654,amazon,in,0,multipart/alternative,9,120,0,0,66,61631,3,Sat,Jan,2.1166666666666667
17655,iiitd,ac.in,2,multipart/mixed,0,0,0,0,97,135849,2,Wed,Dec,15.2
17656,quora,com,0,multipart/alternative,2,101,1,0,72,98556,0,Sat,Aug,2.5833333333333335
17657,state,gov,0,multipart/mixed,0,9,1,0,56,6194798,0,Sat,Feb,9.816666666666666
17658,amazon,in,0,multipart/alternative,15,143,0,0,31,78913,3,Wed,Oct,6.266666666666667
17659,dropbox,com,1,multipart/alternative,1,12,0,0,36,4515,0,Sun,Dec,18.883333333333333
17660,rapidapi,com,0,multipart/alternative,3,23,0,0,45,45050,3,Tue,Aug,15.083333333333334
17661,vito,be,0,multipart/alternative,14,32,1,0,103,22625,3,Tue,May,14.6
17662,iiitd,ac.in,3,multipart/alternative,0,3,1,0,69,57565,2,Thu,Aug,15.3
17663,promo,payback.in,0,multipart/alternative,3,14,0,0,123,3507,3,Fri,Jan,6.7
17664,duolingo,com,0,multipart/alternative,6,18,0,0,37,25560,0,Fri,Sep,17.25
17665,usebackpack,com,0,multipart/alternative,4,19,0,0,36,27204,0,Thu,Jan,15.333333333333334
17666,amazon,com,0,multipart/alternative,11,59,1,0,43,32727,3,Fri,Oct,4.55
17667,overleaf,com,0,multipart/alternative,8,122,0,1,52,81550,3,Sat,Sep,13.416666666666666
17668,google,com,0,text/html,20,84,0,0,32,25363,0,Fri,Jul,13.266666666666667
17669,news,foodpanda.in,0,multipart/alternative,1,6,0,0,99,5312,3,Fri,May,1.7333333333333334
17670,iiitd,ac.in,3,multipart/alternative,0,0,1,0,23,6329,2,Mon,Aug,15.2
17671,twitter,com,0,multipart/alternative,30,203,0,1,127,90122,1,Tue,Dec,8.8
17672,iiitd,ac.in,0,multipart/alternative,0,7,1,1,20,4585,2,Sun,Jul,13.633333333333333
